timestamp_unix,datetime,session,voltage,current,power,energy,frequency,power_factor
1778169080,2026-05-07 15:51:20,S-00,208,0.112,13,1.28,50,0.56
1778169082,2026-05-07 15:51:22,S-00,208,0.113,13.1,1.28,50,0.56
1778169085,2026-05-07 15:51:25,S-00,208.2,0.108,12.3,1.28,50,0.55
1778169087,2026-05-07 15:51:27,S-00,208.2,0.109,12.5,1.28,50,0.55
1778169089,2026-05-07 15:51:29,S-00,208.89999,0.11,12.7,1.28,50,0.55
1778169092,2026-05-07 15:51:32,S-00,209.2,0.114,13.1,1.28,50,0.55
1778169094,2026-05-07 15:51:34,S-00,209.60001,0.115,13.5,1.28,50,0.56
1778169096,2026-05-07 15:51:36,S-00,209.10001,0.115,13.3,1.28,50,0.55
1778169099,2026-05-07 15:51:39,S-00,209,0.107,12.3,1.28,50,0.55
1778169101,2026-05-07 15:51:41,S-00,209.10001,0.11,12.6,1.28,50,0.55
1778169103,2026-05-07 15:51:43,S-00,208.89999,0.11,12.5,1.28,50,0.54
1778169106,2026-05-07 15:51:46,S-00,209.3,0.113,13.1,1.28,50,0.55
1778169108,2026-05-07 15:51:48,S-00,209.39999,0.118,13.8,1.28,50,0.56
1778169111,2026-05-07 15:51:51,S-00,210,0.114,13.4,1.28,50,0.56
1778169113,2026-05-07 15:51:53,S-00,209,0.116,13.4,1.28,50,0.55
1778169115,2026-05-07 15:51:55,S-00,209.10001,0.118,13.8,1.28,50,0.56
1778169118,2026-05-07 15:51:58,S-00,210.7,0.115,13.5,1.28,50,0.56
1778169120,2026-05-07 15:52:00,S-00,211.7,0.114,13.3,1.28,50,0.55
1778169122,2026-05-07 15:52:02,S-00,211.2,0.116,13.6,1.28,50,0.56
1778169125,2026-05-07 15:52:05,S-00,212.2,0.117,13.7,1.28,50,0.55
1778169127,2026-05-07 15:52:07,S-00,212.10001,0.115,13.5,1.28,50,0.55
1778169130,2026-05-07 15:52:10,S-00,212.8,0.117,13.9,1.28,50,0.56
1778169132,2026-05-07 15:52:12,S-00,212.7,0.112,13.2,1.28,50,0.55
1778169134,2026-05-07 15:52:14,S-00,213,0.113,13.3,1.28,50,0.55
1778169137,2026-05-07 15:52:17,S-00,212.8,0.114,13.5,1.28,50,0.56
1778169139,2026-05-07 15:52:19,S-00,213.60001,0.072,7.2,1.28,50,0.47
1778169141,2026-05-07 15:52:21,S-00,213.7,0.067,6,1.28,50,0.42
1778169144,2026-05-07 15:52:24,S-00,213.7,0.082,8.6,1.28,50,0.49
1778169146,2026-05-07 15:52:26,S-00,213.7,0.052,4,1.28,50,0.36
1778169148,2026-05-07 15:52:28,S-00,213.89999,0.061,5,1.28,50,0.38
1778169151,2026-05-07 15:52:31,S-00,213.8,0.083,8.8,1.28,50,0.5
1778169153,2026-05-07 15:52:33,S-00,213.7,0.081,8.4,1.28,50,0.49
1778169155,2026-05-07 15:52:35,S-00,214.60001,0.037,1.3,1.28,50,0.16
1778169158,2026-05-07 15:52:38,S-00,214.89999,0.101,11.5,1.28,50,0.53
1778169160,2026-05-07 15:52:40,S-00,214.89999,0.097,10.9,1.28,50,0.52
1778169162,2026-05-07 15:52:42,S-00,215.2,0.097,10.9,1.28,50,0.52
1778169165,2026-05-07 15:52:45,S-00,214.8,0.108,12.6,1.28,50,0.54
1778169167,2026-05-07 15:52:47,S-00,215.10001,0.113,13.5,1.28,50,0.56
1778169169,2026-05-07 15:52:49,S-00,215.39999,0.12,14.3,1.28,50,0.55
1778169172,2026-05-07 15:52:52,S-00,215.5,0.11,13,1.28,50,0.55
1778169174,2026-05-07 15:52:54,S-00,215.39999,0.082,8.4,1.28,50,0.48
1778169177,2026-05-07 15:52:57,S-00,215.5,0.08,8,1.28,50,0.46
1778169179,2026-05-07 15:52:59,S-00,215.7,0.081,8.3,1.28,50,0.48
1778169181,2026-05-07 15:53:01,S-00,216.39999,0.061,5.2,1.28,49.9,0.39
1778169184,2026-05-07 15:53:04,S-00,215.8,0.061,5,1.28,49.9,0.38
1778169187,2026-05-07 15:53:07,S-00,215.8,0.114,13.5,1.28,50,0.55
1778169189,2026-05-07 15:53:09,S-00,215.8,0.116,13.9,1.28,49.9,0.56
1778169191,2026-05-07 15:53:11,S-00,215.7,0.113,13.3,1.28,49.9,0.55
1778169194,2026-05-07 15:53:14,S-00,215.3,0.114,13.4,1.28,50,0.55
1778169196,2026-05-07 15:53:16,S-00,215.39999,0.114,13.3,1.28,49.9,0.54
1778169198,2026-05-07 15:53:18,S-00,215.5,0.115,13.6,1.28,49.9,0.55
1778169201,2026-05-07 15:53:21,S-00,215.7,0.114,13.3,1.28,49.9,0.54
1778169203,2026-05-07 15:53:23,S-00,215.60001,0.116,13.9,1.28,49.9,0.56
1778169205,2026-05-07 15:53:25,S-00,215.8,0.114,13.5,1.28,49.9,0.55
1778169208,2026-05-07 15:53:28,S-00,215.89999,0.115,13.5,1.28,49.9,0.54
1778169210,2026-05-07 15:53:30,S-00,215.89999,0.114,13.5,1.28,49.9,0.55
1778169212,2026-05-07 15:53:32,S-00,215.7,0.116,13.7,1.28,49.9,0.55
1778169215,2026-05-07 15:53:35,S-00,215.60001,0.114,13.5,1.28,49.9,0.55
1778169217,2026-05-07 15:53:37,S-00,215.7,0.116,13.9,1.28,49.9,0.56
1778169220,2026-05-07 15:53:40,S-00,215.8,0.115,13.5,1.28,49.9,0.54
1778169222,2026-05-07 15:53:42,S-00,215.89999,0.115,13.6,1.28,50,0.55
1778169224,2026-05-07 15:53:44,S-00,215.8,0.116,13.5,1.28,49.9,0.54
1778169227,2026-05-07 15:53:47,S-00,215.60001,0.114,13.4,1.28,49.9,0.55
1778169229,2026-05-07 15:53:49,S-00,215.39999,0.114,13.6,1.28,49.9,0.55
1778169231,2026-05-07 15:53:51,S-00,215.3,0.115,13.6,1.28,49.9,0.55
1778169234,2026-05-07 15:53:54,S-00,215.3,0.114,13.5,1.28,49.9,0.55
1778169236,2026-05-07 15:53:56,S-00,215.2,0.115,13.6,1.28,49.9,0.55
1778169238,2026-05-07 15:53:58,S-00,215.2,0.115,13.7,1.28,49.9,0.55
1778169241,2026-05-07 15:54:01,S-00,215,0.115,13.6,1.28,49.9,0.55
1778169243,2026-05-07 15:54:03,S-00,215.10001,0.113,13.4,1.281,49.9,0.55
1778169245,2026-05-07 15:54:05,S-00,215,0.117,14,1.281,50,0.56
1778169248,2026-05-07 15:54:08,S-00,214.8,0.115,13.5,1.281,49.9,0.55
1778169250,2026-05-07 15:54:10,S-00,214.60001,0.116,13.8,1.281,49.9,0.55
1778169253,2026-05-07 15:54:13,S-00,214.39999,0.119,14.2,1.281,49.9,0.56
1778169255,2026-05-07 15:54:15,S-00,214.7,0.115,13.6,1.281,50,0.55
1778169257,2026-05-07 15:54:17,S-00,214.39999,0.115,13.5,1.281,49.9,0.55
1778169260,2026-05-07 15:54:20,S-00,214.89999,0.115,13.6,1.281,50,0.55
1778169262,2026-05-07 15:54:22,S-00,214.60001,0.116,13.6,1.281,49.9,0.55
1778169264,2026-05-07 15:54:24,S-00,214.7,0.116,13.5,1.281,49.9,0.54
1778169267,2026-05-07 15:54:27,S-00,215.10001,0.115,13.4,1.281,49.9,0.54
1778169269,2026-05-07 15:54:29,S-00,215.5,0.116,13.6,1.281,50,0.54
1778169271,2026-05-07 15:54:31,S-00,215.7,0.116,13.5,1.281,49.9,0.54
1778169274,2026-05-07 15:54:34,S-00,214.7,0.116,13.7,1.281,49.9,0.55
1778169276,2026-05-07 15:54:36,S-00,215,0.116,13.6,1.281,50,0.55
1778169278,2026-05-07 15:54:38,S-00,214.89999,0.116,13.7,1.281,50,0.55
1778169281,2026-05-07 15:54:41,S-00,214.8,0.115,13.6,1.281,49.9,0.55
1778169283,2026-05-07 15:54:43,S-00,215.89999,0.114,13.5,1.281,49.9,0.55
1778169285,2026-05-07 15:54:45,S-00,215.7,0.115,13.5,1.281,49.9,0.54
1778169288,2026-05-07 15:54:48,S-00,215.89999,0.115,13.6,1.281,49.9,0.55
1778169290,2026-05-07 15:54:50,S-00,216.7,0.117,14.1,1.281,50,0.56
1778169293,2026-05-07 15:54:53,S-00,216.60001,0.117,13.9,1.281,50,0.55
1778169295,2026-05-07 15:54:55,S-00,216.89999,0.117,13.8,1.281,50,0.54
1778169297,2026-05-07 15:54:57,S-00,216.5,0.047,2.5,1.281,50,0.25
1778169300,2026-05-07 15:55:00,S-00,216.39999,0.078,7.8,1.281,50,0.46
1778169302,2026-05-07 15:55:02,S-00,216.2,0.066,5.9,1.281,50,0.41
1778169304,2026-05-07 15:55:04,S-00,216.39999,0.04,1.6,1.281,49.9,0.18
1778169307,2026-05-07 15:55:07,S-00,216.2,0.094,10.2,1.281,50,0.5
1778169309,2026-05-07 15:55:09,S-00,216.3,0.101,11.3,1.281,50,0.52
1778169312,2026-05-07 15:55:12,S-00,216.2,0.103,11.9,1.281,50,0.53
1778169314,2026-05-07 15:55:14,S-00,216.3,0.102,11.5,1.281,50,0.52
1778169316,2026-05-07 15:55:16,S-00,216.39999,0.107,12.4,1.281,50,0.54
1778169319,2026-05-07 15:55:19,S-00,216.3,0.115,14,1.281,50,0.56
1778169321,2026-05-07 15:55:21,S-00,216.5,0.116,13.9,1.281,50,0.55
1778169324,2026-05-07 15:55:24,S-00,216.5,0.116,13.6,1.281,50,0.54
1778169326,2026-05-07 15:55:26,S-00,216.2,0.116,13.7,1.281,50,0.55
1778169328,2026-05-07 15:55:28,S-00,215.60001,0.118,14.1,1.281,50,0.55
1778169331,2026-05-07 15:55:31,S-00,215.5,0.116,13.7,1.281,50,0.55
1778169333,2026-05-07 15:55:33,S-00,215.7,0.118,13.9,1.281,50,0.55
1778169335,2026-05-07 15:55:35,S-00,215.5,0.115,13.6,1.281,50,0.55
1778169338,2026-05-07 15:55:38,S-00,215.5,0.116,13.6,1.281,50,0.54
1778169340,2026-05-07 15:55:40,S-00,215.60001,0.116,13.7,1.281,50,0.55
1778169342,2026-05-07 15:55:42,S-00,216,0.116,13.7,1.281,50,0.55
1778169345,2026-05-07 15:55:45,S-00,215.89999,0.115,13.4,1.281,50,0.54
1778169347,2026-05-07 15:55:47,S-00,215.10001,0.117,13.9,1.281,50,0.55
1778169350,2026-05-07 15:55:50,S-00,215.39999,0.116,13.7,1.281,50,0.55
1778169352,2026-05-07 15:55:52,S-00,215.7,0.114,13.4,1.281,50,0.54
1778169354,2026-05-07 15:55:54,S-00,216,0.119,14.2,1.281,50,0.55
1778169357,2026-05-07 15:55:57,S-00,215.8,0.118,14,1.281,50,0.55
1778169359,2026-05-07 15:55:59,S-00,215.3,0.112,13.3,1.281,50,0.55
1778169361,2026-05-07 15:56:01,S-00,215.3,0.057,4.3,1.281,50,0.35
1778169364,2026-05-07 15:56:04,S-00,215.2,0.081,8.3,1.281,50,0.48
1778169367,2026-05-07 15:56:07,S-00,215.2,0.038,1.7,1.281,50,0.21
1778169369,2026-05-07 15:56:09,S-00,215.3,0.086,8.6,1.281,50,0.46
1778169371,2026-05-07 15:56:11,S-00,215.3,0.091,9.7,1.281,50,0.5
1778169374,2026-05-07 15:56:14,S-00,215,0.088,9.3,1.281,50,0.49
1778169376,2026-05-07 15:56:16,S-00,213.89999,0.094,10.2,1.281,50,0.51
1778169378,2026-05-07 15:56:18,S-00,214.60001,0.097,10.7,1.281,50,0.51
1778169381,2026-05-07 15:56:21,S-00,215.10001,0.097,10.7,1.281,50,0.51
1778169383,2026-05-07 15:56:23,S-00,214.7,0.101,11.2,1.281,50,0.52
1778169386,2026-05-07 15:56:26,S-00,214.60001,0.114,13.3,1.281,50,0.54
1778169388,2026-05-07 15:56:28,S-00,214.5,0.113,13.1,1.281,50,0.54
1778169390,2026-05-07 15:56:30,S-00,214.60001,0.115,13.5,1.281,50,0.55
1778169393,2026-05-07 15:56:33,S-00,215.10001,0.046,2.6,1.281,50,0.26
1778169395,2026-05-07 15:56:35,S-00,214.60001,0.082,8.4,1.281,50,0.48
1778169397,2026-05-07 15:56:37,S-00,214.5,0.072,6.7,1.281,50,0.43
1778169400,2026-05-07 15:56:40,S-00,214.60001,0.043,2.2,1.281,50,0.24
1778169402,2026-05-07 15:56:42,S-00,214.5,0.096,10.2,1.281,50,0.5
1778169404,2026-05-07 15:56:44,S-00,214.60001,0.115,13.3,1.281,50,0.54
1778169407,2026-05-07 15:56:47,S-00,214.3,0.114,13.3,1.281,50,0.54
1778169409,2026-05-07 15:56:49,S-00,214.7,0.114,13.4,1.281,50,0.55
1778169411,2026-05-07 15:56:51,S-00,215,0.113,13.3,1.281,50,0.55
1778169414,2026-05-07 15:56:54,S-00,214.8,0.114,13.2,1.281,50,0.54
1778169416,2026-05-07 15:56:56,S-00,214.7,0.113,13.4,1.281,50,0.55
1778169418,2026-05-07 15:56:58,S-00,214.8,0.115,13.5,1.281,50,0.55
1778169421,2026-05-07 15:57:01,S-00,215,0.115,13.5,1.281,50,0.55
1778169423,2026-05-07 15:57:03,S-01,215,0.117,13.8,1.281,50,0.55
1778169425,2026-05-07 15:57:05,S-01,215,0.113,13.3,1.281,50,0.55
1778169428,2026-05-07 15:57:08,S-01,215.10001,0.114,13.4,1.281,50,0.55
1778169430,2026-05-07 15:57:10,S-01,215.60001,0.114,13.3,1.281,50,0.54
1778169433,2026-05-07 15:57:13,S-01,214.60001,0.113,13.4,1.281,50,0.55
1778169435,2026-05-07 15:57:15,S-01,214.5,0.114,13.3,1.281,50,0.54
1778169437,2026-05-07 15:57:17,S-01,214.7,0.114,13.4,1.281,50,0.55
1778169440,2026-05-07 15:57:20,S-01,215.39999,0.114,13.3,1.281,50,0.54
1778169442,2026-05-07 15:57:22,S-01,215.89999,0.114,13.4,1.281,50,0.54
1778169444,2026-05-07 15:57:24,S-01,215,0.116,13.8,1.281,50,0.55
1778169447,2026-05-07 15:57:27,S-01,214.89999,0.115,13.5,1.281,50,0.55
1778169449,2026-05-07 15:57:29,S-01,214.89999,0.114,13.4,1.281,50,0.55
1778169451,2026-05-07 15:57:31,S-01,214.7,0.115,13.6,1.281,50,0.55
1778169454,2026-05-07 15:57:34,S-01,214.7,0.113,13.4,1.281,50,0.55
1778169456,2026-05-07 15:57:36,S-01,214.89999,0.114,13.4,1.281,50,0.55
1778169458,2026-05-07 15:57:38,S-01,215.39999,0.114,13.6,1.281,50,0.55
1778169461,2026-05-07 15:57:41,S-01,215.89999,0.113,13.2,1.281,50,0.54
1778169463,2026-05-07 15:57:43,S-01,216.60001,0.113,13.4,1.281,50,0.55
1778169465,2026-05-07 15:57:45,S-01,216.7,0.113,13.3,1.281,50,0.54
1778169468,2026-05-07 15:57:48,S-01,216.5,0.114,13.6,1.281,50,0.55
1778169470,2026-05-07 15:57:50,S-01,216.60001,0.112,13.2,1.281,50,0.54
1778169472,2026-05-07 15:57:52,S-01,216.7,0.114,13.4,1.281,50,0.54
1778169475,2026-05-07 15:57:55,S-01,216.39999,0.113,13.4,1.281,50,0.55
1778169477,2026-05-07 15:57:57,S-01,216.3,0.114,13.2,1.281,50,0.54
1778169479,2026-05-07 15:57:59,S-01,216,0.113,13.3,1.281,50,0.54
1778169482,2026-05-07 15:58:02,S-01,216.10001,0.113,13.4,1.281,50,0.55
1778169484,2026-05-07 15:58:04,S-01,216.2,0.113,13.3,1.281,50,0.54
1778169487,2026-05-07 15:58:07,S-01,216,0.116,13.9,1.281,50,0.55
1778169489,2026-05-07 15:58:09,S-01,216.2,0.113,13.5,1.281,50,0.55
1778169491,2026-05-07 15:58:11,S-01,215.89999,0.114,13.4,1.281,50,0.54
1778169494,2026-05-07 15:58:14,S-01,216.2,0.113,13.3,1.281,50,0.54
1778169496,2026-05-07 15:58:16,S-01,216,0.113,13.3,1.281,50,0.54
1778169498,2026-05-07 15:58:18,S-01,215.60001,0.114,13.4,1.281,50,0.55
1778169501,2026-05-07 15:58:21,S-01,215.3,0.115,13.6,1.281,50,0.55
1778169503,2026-05-07 15:58:23,S-01,215.10001,0.113,13.4,1.281,50,0.55
1778169505,2026-05-07 15:58:25,S-01,215,0.113,13.4,1.281,50,0.55
1778169508,2026-05-07 15:58:28,S-01,214.8,0.117,14,1.281,50,0.56
1778169510,2026-05-07 15:58:30,S-01,214.8,0.114,13.5,1.281,50,0.55
1778169512,2026-05-07 15:58:32,S-01,214.39999,0.114,13.5,1.281,50,0.55
1778169515,2026-05-07 15:58:35,S-01,214.39999,0.116,13.8,1.281,50,0.55
1778169517,2026-05-07 15:58:37,S-01,214.7,0.114,13.4,1.281,50,0.55
1778169519,2026-05-07 15:58:39,S-01,214.5,0.113,13.4,1.281,50,0.55
1778169522,2026-05-07 15:58:42,S-01,214.5,0.114,13.5,1.281,50,0.55
1778169524,2026-05-07 15:58:44,S-01,214.7,0.116,13.8,1.281,50,0.55
1778169527,2026-05-07 15:58:47,S-01,214.5,0.113,13.4,1.281,50,0.55
1778169529,2026-05-07 15:58:49,S-01,214.8,0.114,13.4,1.281,50,0.55
1778169531,2026-05-07 15:58:51,S-01,214,0.116,13.8,1.281,50,0.56
1778169534,2026-05-07 15:58:54,S-01,214.39999,0.114,13.4,1.281,50,0.55
1778169536,2026-05-07 15:58:56,S-01,214.39999,0.113,13.3,1.281,50,0.55
1778169538,2026-05-07 15:58:58,S-01,214.2,0.116,13.8,1.281,50,0.56
1778169540,2026-05-07 15:59:00,S-01,214,0.113,13.4,1.281,50,0.55
1778169543,2026-05-07 15:59:03,S-01,214.10001,0.114,13.5,1.281,50,0.55
1778169545,2026-05-07 15:59:05,S-01,214.2,0.113,13.3,1.281,49.9,0.55
1778169548,2026-05-07 15:59:08,S-01,214.2,0.113,13.3,1.281,50,0.55
1778169551,2026-05-07 15:59:11,S-01,213.39999,0.114,13.3,1.282,50,0.55
1778169553,2026-05-07 15:59:13,S-01,213.60001,0.115,13.4,1.282,49.9,0.55
1778169555,2026-05-07 15:59:15,S-01,213.8,0.114,13.5,1.282,50,0.55
1778169558,2026-05-07 15:59:18,S-01,213.3,0.114,13.3,1.282,50,0.55
1778169560,2026-05-07 15:59:20,S-01,213.7,0.117,13.8,1.282,50,0.55
1778169562,2026-05-07 15:59:22,S-01,213.89999,0.085,9,1.282,50,0.5
1778169565,2026-05-07 15:59:25,S-01,214,0.07,6.5,1.282,50,0.43
1778169567,2026-05-07 15:59:27,S-01,213.89999,0.078,7.8,1.282,50,0.47
1778169569,2026-05-07 15:59:29,S-01,213.5,0.053,4,1.282,50,0.35
1778169572,2026-05-07 15:59:32,S-01,213.60001,0.056,3.8,1.282,50,0.32
